system:index,country,country_code,deaths,displaced_people,event_id,gfd_country_name,glide_index,latitude,longitude,main_cause,other_country,primary_country,severity,validation_type,.geo
DFO_2676_From_20050623_to_20050630,"China, India, Nepal, Bangladesh, Bhutan","['BG', 'IN', 'CH', 'BT', 'UU', 'NP']",5.0,70000.0,2676.0,"['BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",NA,25.961407,89.11453,Monsoonal rain,NA,Bangladesh,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2680_From_20050628_to_20050715,"India, Pakistan","['IN', 'PK']",202.0,500000.0,2680.0,"['INDIA', 'PAKISTAN']",NA,21.43303,73.07388,Monsoonal rain,NA,India,2.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2686_From_20050702_to_20050715,"China, India, Nepal, Bangladesh","['BG', 'IN', 'CH', 'UU', 'NP']",62.0,49000.0,2686.0,"['BANGLADESH', 'INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",NA,24.128785,80.199902,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2689_From_20050705_to_20050814,"China, India, Pakistan, Afghanistan, Nepal, Bangladesh","['BG', 'IN', 'CH', 'UU', 'AF', 'PK', 'NP']",40.0,452000.0,2689.0,"['BANGLADESH', 'INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'AFGHANISTAN', 'PAKISTAN', 'NEPAL', 'In dispute INDIA/NEPAL']",NA,30.922991,73.563738,Monsoonal rain,India,Pakistan,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2690_From_20050707_to_20050727,"China, India, Myanmar (Burma), Nepal, Bangladesh, Bhutan","['BM', 'BG', 'IN', 'CH', 'BT', 'UU', 'NP']",40.0,3000000.0,2690.0,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",NA,27.436259,87.012599,Monsoonal rain,Bangladesh,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2698_From_20050723_to_20050816,India,['IN'],126.0,100000.0,2698.0,['INDIA'],NA,16.977232,79.965416,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2718_From_20050826_to_20050830,"China, India, Nepal, Bangladesh","['BG', 'IN', 'CH', 'UU', 'NP']",21.0,0.0,2718.0,"['BANGLADESH', 'INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",NA,25.885963,83.211491,Heavy rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2728_From_20050914_to_20050930,"India, Bangladesh","['BG', 'IN']",89.0,550000.0,2728.0,"['BANGLADESH', 'INDIA']",NA,21.113878,82.538893,Heavy rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2731_From_20050916_to_20051005,"China, India, Pakistan, Nepal, Bangladesh","['BG', 'IN', 'CH', 'PK', 'UU', 'NP']",23.0,0.0,2731.0,"['BANGLADESH', 'INDIA', 'CHINA', 'PAKISTAN', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",NA,28.197268,79.373434,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2734_From_20050922_to_20051011,India,['IN'],15.0,0.0,2734.0,['INDIA'],NA,21.713895,73.473279,Heavy rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2737_From_20050925_to_20051002,"China, India, Nepal, Bangladesh","['BG', 'IN', 'CH', 'UU', 'NP']",51.0,1600.0,2737.0,"['BANGLADESH', 'INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",NA,29.293795,80.547593,Monsoonal rain,NA,Nepal,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2747_From_20051003_to_20051022,"China, India, Nepal, Bangladesh, Bhutan","['BM', 'BG', 'IN', 'CH', 'BT', 'UU', 'NP']",19.0,100000.0,2747.0,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",NA,25.640627,88.977022,Heavy rain,NA,Bangladesh,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2754_From_20051021_to_20051028,"India, Bangladesh","['BG', 'IN']",13.0,3000000.0,2754.0,"['BANGLADESH', 'INDIA']",NA,21.940907,87.934687,Heavy rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2758_From_20051023_to_20051209,India,['IN'],279.0,300000.0,2758.0,['INDIA'],NA,11.780352,78.731712,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2859_From_20060429_to_20060505,"China, India, Myanmar (Burma), Bangladesh","['BM', 'BG', 'IN', 'CH']",21.0,800.0,2859.0,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA']",NA,18.367934,94.945666,Tropical Cyclone,NA,Burma,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2879_From_20060531_to_20060724,"China, India, Myanmar (Burma), Nepal, Bangladesh, Bhutan","['BM', 'BG', 'IN', 'CH', 'BT', 'UU', 'NP']",21.0,600000.0,2879.0,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",FF-2006-000082-IND,26.599281,94.024532,Monsoonal rain,Bangladesh,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2894_From_20060624_to_20060803,"China, India, Nepal, Bangladesh, Bhutan","['BG', 'IN', 'CH', 'BT', 'UU', 'NP']",160.0,0.0,2894.0,"['BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",FL-2006-000096-IND,25.615074,83.671273,Monsoonal rain,Nepal,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2911_From_20060704_to_20060707,"India, Pakistan","['IN', 'PK']",24.0,8400.0,2911.0,"['INDIA', 'PAKISTAN']",NA,22.411409,71.309729,Heavy rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2931_From_20060724_to_20060822,"China, India, Pakistan, Afghanistan","['IN', 'CH', 'UU', 'AF', 'PK', 'NP']",248.0,0.0,2931.0,"['INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'AFGHANISTAN', 'PAKISTAN', 'In dispute INDIA/PAKISTAN', 'NEPAL']",NA,34.609786,73.199799,Monsoonal rain,India,Pakistan,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2935_From_20060728_to_20060912,"China, India, Pakistan, Nepal, Bangladesh","['BG', 'IN', 'CH', 'PK', 'UU', 'NP']",457.0,140000.0,2935.0,"['BANGLADESH', 'INDIA', 'CHINA', 'PAKISTAN', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",FL-2006-000137-IND,20.194292,73.824174,Monsoonal rain,Pakistan,India,2.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2940_From_20060801_to_20060910,"India, Bangladesh","['BG', 'IN']",185.0,2000000.0,2940.0,"['BANGLADESH', 'INDIA']",FL-2006-000117-IND,18.104598,81.52884,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2954_From_20060826_to_20060913,"China, India, Nepal, Bangladesh","['BG', 'IN', 'CH', 'UU', 'NP']",60.0,80000.0,2954.0,"['BANGLADESH', 'INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",FL-2006-000127-NPL,28.694093,81.305997,Monsoonal rain,NA,Nepal,2.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2956_From_20060829_to_20060904,"China, India, Nepal, Bangladesh","['BG', 'IN', 'CH', 'UU', 'NP']",42.0,50000.0,2956.0,"['BANGLADESH', 'INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",NA,27.585296,81.51737,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2958_From_20060831_to_20060911,"China, India, Pakistan, Afghanistan","['IN', 'CH', 'UU', 'AF', 'PK', 'NP']",39.0,3000.0,2958.0,"['INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'AFGHANISTAN', 'PAKISTAN', 'NEPAL']",NA,32.886368,73.884164,Monsoonal rain,Pakistan,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_2961_From_20060824_to_20060920,"China, India, Nepal, Bangladesh, Bhutan","['BG', 'IN', 'CH', 'BT', 'UU', 'NP']",0.0,0.0,2961.0,"['BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",FL-2006-000131-BGD,23.229479,89.272707,Monsoonal rain,NA,Bangladesh,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3097_From_20070611_to_20070624,"China, India, Myanmar (Burma), Bangladesh, Bhutan","['BM', 'BG', 'IN', 'CH', 'BT', 'UU', 'NP']",126.0,80000.0,3097.0,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'NEPAL']",LS-2007-000080-BGD,22.397464,91.953546,Monsoonal rain,,Bangladesh,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3100_From_20070615_to_20070618,"China, India, Nepal, Bangladesh","['BG', 'IN', 'CH', 'UU', 'NP']",0.0,400.0,3100.0,"['BANGLADESH', 'INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",FF-2007-000081-NPL,26.948499,85.862693,Monsoonal rain,NA,Nepal,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3104_From_20070618_to_20070626,"China, India, Bangladesh, Bhutan","['BM', 'BG', 'IN', 'CH', 'BT', 'UU', 'NP']",15.0,200000.0,3104.0,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'NEPAL']",FF-2007-000083-IND,26.255772,94.018895,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3107_From_20070622_to_20070704,India,['IN'],127.0,200000.0,3107.0,['INDIA'],TC-2007-000084-IND,14.944966,78.161545,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3112_From_20070626_to_20070720,"India, Pakistan, Iran","['IN', 'PK', 'IR']",280.0,400000.0,3112.0,"['INDIA', 'PAKISTAN', 'IRAN']",TC-2007-000084-PAK,25.256271,67.90249,Tropical cyclone,NA,Pakistan,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3118_From_20070630_to_20070713,"India, Bangladesh","['BG', 'IN']",29.0,50000.0,3118.0,"['BANGLADESH', 'INDIA']",FL-2007-000096-IND,20.053869,81.860109,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3119_From_20070701_to_20070706,India,['IN'],62.0,10000.0,3119.0,['INDIA'],NA,21.026348,77.523744,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3120_From_20070701_to_20070713,"China, India, Pakistan, Nepal, Bangladesh","['BG', 'IN', 'CH', 'PK', 'UU', 'NP']",225.0,63000.0,3120.0,"['BANGLADESH', 'INDIA', 'CHINA', 'PAKISTAN', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",NA,22.023056,72.24951,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3122_From_20070703_to_20070922,"China, India, Nepal, Bangladesh, Bhutan","['BG', 'IN', 'CH', 'BT', 'UU', 'NP']",958.0,3000000.0,3122.0,"['BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",FL-2007-000096-IND,22.63148,88.487108,Monsoonal rain,NA,India,1.5,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3125_From_20070706_to_20070801,"China, India, Myanmar (Burma), Bangladesh","['TH', 'BM', 'BG', 'IN', 'CH']",0.0,3000.0,3125.0,"['THAILAND', 'BURMA', 'BANGLADESH', 'INDIA', 'CHINA']",NA,18.52419,95.317389,Monsoonal rain,NA,Burma,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3128_From_20070712_to_20071010,"China, India, Myanmar (Burma), Nepal, Bangladesh, Bhutan","['BM', 'BG', 'IN', 'CH', 'BT', 'UU', 'NP']",96.0,1.11E7,3128.0,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",NA,27.577302,95.262997,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3134_From_20070718_to_20070813,"China, India, Myanmar (Burma), Vietnam, Thailand","['TH', 'BM', 'IN', 'CH', 'LA', 'VM']",170.0,10000.0,3134.0,"['THAILAND', 'BURMA', 'INDIA', 'CHINA', 'LAOS', 'VIETNAM']",NA,24.098428,100.163684,Heavy rain,NA,China,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3136_From_20070721_to_20071015,"China, India, Myanmar (Burma), Nepal, Bangladesh, Bhutan","['BM', 'BG', 'IN', 'CH', 'BT', 'UU', 'NP']",1071.0,5000000.0,3136.0,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA', 'BHUTAN', 'In dispute BHUTAN/CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",NA,23.916419,91.233643,Monsoonal rain,,Bangladesh,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3143_From_20070723_to_20071002,"China, India, Nepal, Bangladesh","['BG', 'IN', 'CH', 'UU', 'NP']",185.0,86000.0,3143.0,"['BANGLADESH', 'INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'NEPAL', 'In dispute INDIA/NEPAL']",FF-2007-000117-NPL,27.777213,84.080127,Monsoonal rain,NA,Nepal,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3150_From_20070803_to_20070827,"India, Bangladesh","['BG', 'IN']",15.0,20000.0,3150.0,"['BANGLADESH', 'INDIA']",NA,20.452499,86.19782,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3160_From_20070808_to_20070815,"India, Pakistan","['IN', 'PK']",12.0,0.0,3160.0,"['INDIA', 'PAKISTAN']",NA,22.682373,70.925042,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3162_From_20070810_to_20070813,"India, Pakistan","['IN', 'PK']",35.0,0.0,3162.0,"['INDIA', 'PAKISTAN']",NA,26.019152,68.825675,Monsoonal rain,NA,Pakistan,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3164_From_20070812_to_20070817,"China, India, Pakistan, Nepal, Bangladesh","['BG', 'IN', 'CH', 'UU', 'PK', 'NP']",76.0,15000.0,3164.0,"['BANGLADESH', 'INDIA', 'CHINA', 'In dispute CHINA/INDIA', 'PAKISTAN', 'In dispute INDIA/PAKISTAN', 'NEPAL', 'In dispute INDIA/NEPAL']",NA,31.238835,76.526785,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3169_From_20070814_to_20071004,"China, India, Myanmar (Burma), Bangladesh","['TH', 'BM', 'BG', 'IN', 'CH']",2.0,40000.0,3169.0,"['THAILAND', 'BURMA', 'BANGLADESH', 'INDIA', 'CHINA']",FL-2007-000146-MMR,16.962415,95.17279,Monsoonal rain,NA,Burma,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3191_From_20070916_to_20071007,India,['IN'],94.0,20000.0,3191.0,['INDIA'],NA,15.706741,79.877978,Monsoonal rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3195_From_20070922_to_20071008,"India, Bangladesh","['BG', 'IN']",80.0,400000.0,3195.0,"['BANGLADESH', 'INDIA']",NA,20.909634,86.403285,Heavy rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3208_From_20071017_to_20071024,"China, India, Myanmar (Burma), Bangladesh","['BM', 'BG', 'IN', 'CH']",2.0,30000.0,3208.0,"['BURMA', 'BANGLADESH', 'INDIA', 'CHINA']",NA,24.721405,93.970474,Heavy rain,NA,India,1.5,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3217_From_20071027_to_20071101,India,['IN'],29.0,50000.0,3217.0,['INDIA'],FL-2007-000203-IND,12.725021,79.700186,Heavy rain,NA,India,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3226_From_20071115_to_20071201,"India, Myanmar (Burma), Bangladesh","['BM', 'BG', 'IN']",3447.0,3000000.0,3226.0,"['BURMA', 'BANGLADESH', 'INDIA']",TC-2007-000208-BGD,22.610398,90.150761,Tropical cyclone,NA,Bangladesh,1.0,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
DFO_3302_From_20080503_to_20080522,"China, India, Myanmar (Burma), Malaysia, Thailand, Singapore","['MY', 'TH', 'BM', 'IN', 'CH', 'SN']",100000.0,1500000.0,3302.0,"['MALAYSIA', 'THAILAND', 'BURMA', 'INDIA', 'CHINA', 'SINGAPORE']",TC-2008-000057-MMR,16.821377,95.971541,Tropical cyclone,,Burma,1.5,News,"{""type"":""MultiPoint"",""coordinates"":[]}"
