date,rainfall_mm,runoff_m,sub_surface_runoff_m,surface_runoff_m,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,dewpoint_C,dewpoint_max_C,dewpoint_min_C,surface_pressure_hPa,surface_pressure_max_hPa,surface_pressure_min_hPa,temperature_avg_C,temperature_min_C,temperature_max_C,total_evaporation_m,u_component_of_wind_10m,v_component_of_wind_10m,wind_speed_ms
2000-01-11,1.188394694927671,0.0002514892891797278,0.00021851475310454853,3.297443312636137e-05,0.2032389330697084,0.2372001059953829,0.2727532019750989,0.3266997425595332,-0.905078810166116,1.5730051537279564,-3.9589976854908873,828.434591101727,830.3060856487754,826.6891258206971,7.419544523612103,1.5894476336515595,13.216837510702304,0.0007259140293188136,0.1009666823373407,0.3017785480885047,1.7987445845287482
2000-01-12,0.8094413608378193,0.000278413295220273,0.0002215344377754233,5.687839662555884e-05,0.2117129526836056,0.238384398961594,0.2724160642393251,0.3265230071450795,-0.4505402364252112,2.2235670888415897,-3.628184586764047,827.6593732504043,829.6091067227896,825.7100074664407,7.489482123650873,1.7696590657395177,13.100206034363964,0.0007833074473721375,0.4768074061807654,0.5312613130248562,1.868186049619912
2000-01-13,0.3646646032026445,0.0002778682410672968,0.00022175425095529252,5.611386679800888e-05,0.2153919096835478,0.2400655750824109,0.2721652550810999,0.3263473065612405,-1.2515246664297976,1.7437729538070037,-4.621267317404757,826.5141660264724,828.8151257905869,824.7710968023302,6.813265101289915,1.112412420248802,12.407761820751888,0.0007909865584882841,0.7144548316001208,0.3571805716579533,1.7905856113145422
2000-01-14,0.6619570961397626,0.0002900169257497117,0.00022518592412807287,6.482975330195537e-05,0.2148199235912405,0.2409924991118192,0.2719835993794754,0.326174705326,-3.044277532587871,0.1340948588443363,-6.333094779493238,826.2217141539033,827.8850939266713,824.4460910651691,5.813533376142175,0.1339841798608745,11.658272859238252,0.0007830910712825152,0.6827155117269333,0.274412986970555,1.7292705930801442
2000-01-15,0.7188845036181459,0.0002854198526888373,0.000229123017478524,5.629615851630816e-05,0.2133684837193057,0.2411017428493448,0.2717855274694339,0.3260091631055793,-4.34741338950687,-1.3485855427321252,-7.680180403600421,827.8589669206278,829.4804367944125,825.933712757035,5.038838151414041,-0.678539297878558,10.91599292671384,0.0007738309856277324,0.5470434138126995,-0.0459414825452836,1.8561612774646623
2000-01-16,0.225500776509882,0.0002662840871066898,0.00022155151625932664,4.473101974574329e-05,0.2122689713830794,0.2408851119537272,0.27153451159455,0.3258473847952781,-5.2987403534980615,-2.288817279458914,-8.779751695492712,830.1788475019486,832.090057554028,828.1951273290733,4.5832763444526,-1.2167574047983862,10.558701800915005,0.0007719401036196649,0.1467566772689932,-0.4622930036618122,2.065474683136121
2000-01-17,0.252608889457169,0.00022990787910271435,0.0002110146485302329,1.889186213207709e-05,0.2108255096505295,0.2405555010938594,0.2712344934028698,0.3256807264957475,-5.552474639982514,-2.173868949519938,-9.40070299399524,832.0817338939166,834.2181877495091,829.8793298923715,5.090831745900459,-1.384773917665882,11.45651379712018,0.00078618710402833,0.4173661772145574,-0.5349639953678192,2.189459812555337
2000-01-18,0.6392731520958377,0.0002231687803420104,0.00020605205674397296,1.711507673750748e-05,0.209130789261107,0.2400022498384004,0.2708689232980521,0.3255054883983554,-4.431999390180944,-1.357391152497023,-8.183123136956015,832.3086643441211,834.5862939708445,829.8788743721983,6.513627327946836,-0.3036536945631951,13.24916516538724,0.0008138545105320345,0.4826053668082377,-0.335497140936824,1.8806555707247987
2000-01-19,0.1547930758035166,0.00022436845788698095,0.00020223183543162577,2.213512130255081e-05,0.2077660522451186,0.2394421183408535,0.2704729991000609,0.3253253168437284,-3.371966545182973,-0.1198224671605865,-7.402841094759328,828.5453590381712,831.8929769289394,825.7174736564747,7.152765228517808,0.2709469124995962,13.890562449040203,0.000806310018451009,0.9371414947603112,-0.0561033434702752,1.7902144746086213
2000-01-20,0.1006836883639428,0.0002462669915412482,0.00019991337869037617,4.63536301206132e-05,0.2079695823496428,0.239248601488464,0.2701074984563672,0.3251463834336372,-4.325367229916055,-0.7725465438092449,-8.091499760726983,826.5836993336227,828.6013354336098,824.4666241657637,6.199793347216655,-0.2822347635397477,12.48177463446558,0.0007849870899281804,0.9306705450966596,0.020936964281071,1.6406238792044678
